# Accepted measurements
gate,x,y,z
1,0.6047,0.801,1.2005
1,0.5825,0.7549,1.1882
1,0.4101,0.8715,1.0895
1,0.7129,0.8828,1.1376
1,0.7852,0.9285,1.1153

# Final Kalman estimates
gate,x,y,z,theta,width,height
1,0.5607,0.7977,1.1599,-0.4502,0.3834,0.3973
