# Accepted measurements
gate,x,y,z
1,0.2383,0.9492,1.0854
1,0.3903,0.7731,1.1461
1,0.4519,0.7588,1.1725
1,0.4202,0.7979,1.2443
1,0.4474,0.8334,1.242

# Final Kalman estimates
gate,x,y,z,theta,width,height
1,0.4176,0.8135,1.2131,-0.2113,0.611,0.3956
