# Accepted measurements
gate,x,y,z
1,-0.0718,1.0223,1.3856
1,0.1438,0.8732,1.4155
1,-0.0454,0.5633,1.9222
1,0.1491,0.7695,1.3828
1,0.1907,0.7657,1.3605

# Final Kalman estimates
gate,x,y,z,theta,width,height
1,0.0955,0.7462,1.5449,-0.0944,0.7679,0.3929
