# Accepted measurements
gate,x,y,z
1,-0.2053,0.9147,1.0919
1,-0.3131,0.8842,1.0379
1,-0.3817,0.7651,0.9745
1,-0.3015,0.8094,1.0548
1,-0.2197,0.6673,1.0742

# Final Kalman estimates
gate,x,y,z,theta,width,height
1,-0.2957,0.8031,1.0484,0.2731,1.0278,0.3862
