timestamp,image,x,y,z,roll,pitch,yaw,lighthouse_bs_visible
1779388249.3971379,img_000001.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388249.7298071,img_000002.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388250.056928,img_000003.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388250.393125,img_000004.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388250.725578,img_000005.png,1.7108995914459229,-0.12243343889713287,0.10610565543174744,0.12878210842609406,-0.28480127453804016,147.53262329101562,4
1779388251.057781,img_000006.png,1.7065258026123047,-0.12747903168201447,0.12071923911571503,0.041450753808021545,4.2615580558776855,143.76388549804688,4
1779388251.390472,img_000007.png,1.7539913654327393,-0.15333957970142365,0.281622052192688,0.33080044388771057,-2.825860023498535,143.1072235107422,4
1779388251.7388191,img_000008.png,1.752722144126892,-0.15423251688480377,0.47972893714904785,-0.9111918210983276,-1.9329404830932617,147.15252685546875,4
1779388252.072628,img_000009.png,1.7182953357696533,-0.1320132315158844,0.6675516963005066,-0.3059980273246765,1.0046249628067017,151.6971435546875,4
1779388252.4136162,img_000010.png,1.694875955581665,-0.1283334493637085,0.7832778096199036,1.2039231061935425,1.6319541931152344,151.7129669189453,4
1779388252.723187,img_000011.png,1.6913732290267944,-0.12553510069847107,0.8245396614074707,0.5010997653007507,0.2284080535173416,148.10641479492188,4
1779388253.120151,img_000012.png,1.6960539817810059,-0.12421149760484695,0.8479108214378357,0.3450223505496979,0.2235056459903717,145.3873748779297,4
1779388253.389295,img_000013.png,1.6922580003738403,-0.12446840852499008,0.8574633002281189,0.14601336419582367,0.296493262052536,145.24851989746094,4
1779388253.7233129,img_000014.png,1.6695115566253662,-0.12511377036571503,0.9036442637443542,0.9559385180473328,-4.288479328155518,141.02743530273438,4
1779388254.055223,img_000015.png,1.58707594871521,-0.06650140136480331,0.9496517181396484,0.15864895284175873,-10.389450073242188,137.0849151611328,4
1779388254.393706,img_000016.png,1.3846046924591064,0.12611545622348785,1.0170625448226929,-1.0092086791992188,-8.558788299560547,136.92552185058594,4
1779388254.838212,img_000017.png,0.9034764170646667,0.4787590205669403,1.1618636846542358,-1.2798033952713013,-4.911831855773926,143.40533447265625,4
1779388255.046877,img_000018.png,0.6102122664451599,0.6573268175125122,1.242708444595337,-0.8556315898895264,0.5777921080589294,146.98104858398438,4
1779388255.349417,img_000019.png,0.24232687056064606,0.888496994972229,1.3806711435317993,-4.156630039215088,4.318725109100342,151.9013214111328,4
1779388255.7207072,img_000020.png,-0.19969862699508667,1.060245156288147,1.4647490978240967,-7.121298789978027,8.69118595123291,163.4566650390625,4
1779388256.049535,img_000021.png,-0.4692216217517853,1.0452373027801514,1.427140712738037,-6.468446731567383,6.014156818389893,174.86236572265625,4
1779388256.395946,img_000022.png,-0.6432493329048157,1.0205793380737305,1.3283087015151978,20.815773010253906,-18.75130844116211,-145.36351013183594,4
1779388262.058951,img_000023.png,-1.4970332384109497,1.2121435403823853,0.1588016003370285,3.5885696411132812,-6.931455612182617,61.93788146972656,4
