# Accepted measurements
gate,x,y,z
1,0.2432,0.9816,1.1872
1,0.2012,1.0156,1.1851
1,0.1028,1.0107,1.1667
2,-0.7445,0.7601,1.3698
2,-0.798,0.8028,1.3897
2,-0.8323,0.8308,1.422
2,-0.8341,0.7265,1.4151
2,-0.8584,0.5612,1.3929

# Final Kalman estimates
gate,x,y,z,theta,width,height
1,0.16,1.0103,1.1769,-0.0198,0.9754,0.3998
2,-0.8272,0.7293,1.4032,0.548,0.2785,0.3992
