timestamp,wall_time,event,state,frame_seq,image,x,y,z,roll,pitch,yaw,lighthouse_bs_visible,waypoint_x,waypoint_y,waypoint_z,waypoint_yaw,waypoint_max_speed_mps,detected_gates,gate_widths_m,gate_reprojection_errors_px,gate_world_centers_m,message
1779623921.2753606,1779623921.2753613,run_start,IDLE,,,,,,,,,,,,,,,,,,,save_dir=data/recordings/20260524_135841
1779623921.5870647,1779623921.7364933,frame,IDLE,1,img_000001.png,,,,,,,,,,,,,,,,,
1779623922.2262433,1779623922.2351196,frame,IDLE,2,img_000002.png,,,,,,,,,,,,,,,,,
1779623922.2698998,1779623922.277129,frame,IDLE,3,img_000003.png,,,,,,,,,,,,,,,,,
1779623922.5870383,1779623922.5894353,frame,IDLE,4,img_000004.png,,,,,,,,,,,,,,,,,
1779623923.3992662,1779623923.4004364,frame,IDLE,5,img_000005.png,,,,,,,,,,,,,,,,,
1779623923.4023483,1779623923.4039083,frame,IDLE,6,img_000006.png,,,,,,,,,,,,,,,,,
1779623923.6003067,1779623923.6013982,frame,IDLE,7,img_000007.png,,,,,,,,,,,,,,,,,
1779623923.91745,1779623923.9195569,frame,IDLE,8,img_000008.png,,,,,,,,,,,,,,,,,
1779623924.000472,1779623924.000473,connected,IDLE,,,,,,,,,,,,,,,,,,,radio://0/80/2M/E7E7E7E718
1779623924.0006256,1779623924.000626,state_changed,TakeoffState,,,,,,,,,,,,,,,,,,,TakeoffState
1779623924.117682,1779623924.1190636,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.1191764,1779623924.1191769,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.117682,1779623924.1193967,pose,TakeoffState,,,1.703534483909607,-0.19274026155471802,0.11651405692100525,-0.19565415382385254,-0.10500364750623703,140.02511596679688,3,,,,,,,,,,
1779623924.2215896,1779623924.2229223,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.2232637,1779623924.2232645,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.2215896,1779623924.2243905,pose,TakeoffState,,,1.7050427198410034,-0.19260750710964203,0.11839204281568527,-0.14380007982254028,-0.042946744710206985,140.46951293945312,3,,,,,,,,,,
1779623924.320922,1779623924.3220425,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.3242304,1779623924.3242311,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.320922,1779623924.3245535,pose,TakeoffState,,,1.7042720317840576,-0.18919244408607483,0.11858198791742325,-0.15387330949306488,0.1461663544178009,139.0435028076172,3,,,,,,,,,,
1779623924.4191828,1779623924.4273987,frame,TakeoffState,9,img_000009.png,,,,,,,,,,,,,,,,,
1779623924.4199834,1779623924.4278772,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.4279802,1779623924.427981,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.4199834,1779623924.428738,pose,TakeoffState,,,1.7030103206634521,-0.19601121544837952,0.1234530583024025,1.3101357221603394,3.901700973510742,137.4654083251953,3,,,,,,,,,,
1779623924.518803,1779623924.5189753,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.5190718,1779623924.5190723,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.518803,1779623924.5194676,pose,TakeoffState,,,1.7100406885147095,-0.20060989260673523,0.15056638419628143,-0.5759719014167786,2.230390787124634,135.42529296875,3,,,,,,,,,,
1779623924.6134975,1779623924.6137323,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.6138446,1779623924.6138453,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.6134975,1779623924.6139104,pose,TakeoffState,,,1.7187001705169678,-0.21591036021709442,0.19114136695861816,-0.3385603427886963,0.027615459635853767,133.95729064941406,3,,,,,,,,,,
1779623924.7247298,1779623924.7300284,frame,TakeoffState,10,img_000010.png,,,,,,,,,,,,,,,,,
1779623924.7297766,1779623924.7303813,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.730443,1779623924.7304435,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.7297766,1779623924.7308464,pose,TakeoffState,,,1.726604700088501,-0.22175930440425873,0.2412371039390564,0.1618519276380539,-3.263324499130249,133.41909790039062,3,,,,,,,,,,
1779623924.9471648,1779623924.947218,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.9472718,1779623924.9472723,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.9471648,1779623924.947387,pose,TakeoffState,,,1.7313255071640015,-0.2257496863603592,0.29150715470314026,0.006504650693386793,-3.1683948040008545,134.24801635742188,3,,,,,,,,,,
1779623924.9967203,1779623924.9973667,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623924.9974682,1779623924.9974687,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
1779623924.9967203,1779623924.998521,pose,TakeoffState,,,1.7272825241088867,-0.23805920779705048,0.3297862410545349,-0.3654020130634308,-2.4464054107666016,135.82510375976562,2,,,,,,,,,,
1779623925.028327,1779623925.0286932,waypoint,TakeoffState,,,,,,,,,,1.7037327289581299,-0.19564726948738098,0.8,140.10736083984375,0.2,,,,,
1779623925.0288877,1779623925.0288882,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,,
