timestamp,wall_time,event,state,frame_seq,image,x,y,z,roll,pitch,yaw,waypoint_x,waypoint_y,waypoint_z,waypoint_yaw,waypoint_max_speed_mps,detected_gates,gate_widths_m,gate_reprojection_errors_px,gate_world_centers_m,message
1779187869.7179785,1779187869.7179794,run_start,IDLE,,,,,,,,,,,,,,,,,,save_dir=data/recordings/20260519_125109
1779187870.1154566,1779187870.1433265,frame,IDLE,1,img_000001.png,,,,,,,,,,,,,,,,
1779187870.135612,1779187870.147801,frame,IDLE,2,img_000002.png,,,,,,,,,,,,,,,,
1779187871.0587492,1779187871.0646238,frame,IDLE,3,img_000003.png,,,,,,,,,,,,,,,,
1779187871.0686805,1779187871.075513,frame,IDLE,4,img_000004.png,,,,,,,,,,,,,,,,
1779187871.3745282,1779187871.3810778,frame,IDLE,5,img_000005.png,,,,,,,,,,,,,,,,
1779187871.5237758,1779187871.5260754,frame,IDLE,6,img_000006.png,,,,,,,,,,,,,,,,
1779187871.958587,1779187871.9632375,frame,IDLE,7,img_000007.png,,,,,,,,,,,,,,,,
1779187872.1698608,1779187872.1721425,frame,IDLE,8,img_000008.png,,,,,,,,,,,,,,,,
1779187872.7964013,1779187872.824841,frame,IDLE,9,img_000009.png,,,,,,,,,,,,,,,,
1779187873.0171797,1779187873.0550094,frame,IDLE,10,img_000010.png,,,,,,,,,,,,,,,,
1779187873.1864457,1779187873.1877208,frame,IDLE,11,img_000011.png,,,,,,,,,,,,,,,,
1779187873.197762,1779187873.1977627,connected,IDLE,,,,,,,,,,,,,,,,,,radio://0/80/2M/E7E7E7E718
1779187873.3144536,1779187873.314626,pose,IDLE,,,1.7426601648330688,-0.1102360263466835,0.3482283353805542,6.501777648925781,5.859619140625,-178.81143188476562,,,,,,,,,,
1779187873.41066,1779187873.4108188,pose,IDLE,,,1.7815735340118408,-0.061661072075366974,0.3037288188934326,7.891224384307861,5.858428955078125,178.58648681640625,,,,,,,,,,
1779187873.5098174,1779187873.5099783,pose,IDLE,,,1.7897230386734009,-0.05880776792764664,0.29688528180122375,7.738856792449951,2.942913293838501,174.54348754882812,,,,,,,,,,
1779187873.568681,1779187873.5703864,frame,IDLE,12,img_000012.png,,,,,,,,,,,,,,,,
1779187873.611485,1779187873.613004,pose,IDLE,,,1.7587639093399048,-0.06891344487667084,0.28458651900291443,7.8672776222229,-1.7546963691711426,171.60006713867188,,,,,,,,,,
1779187873.710403,1779187873.710666,pose,IDLE,,,1.7744113206863403,-0.06021212413907051,0.27909964323043823,7.1495280265808105,-3.6329338550567627,167.982177734375,,,,,,,,,,
1779187873.815345,1779187873.8186684,frame,IDLE,13,img_000013.png,,,,,,,,,,,,,,,,
1779187873.8172014,1779187873.8190043,pose,IDLE,,,1.7830805778503418,-0.06413380801677704,0.2818824052810669,4.4407525062561035,-2.5112099647521973,165.4727325439453,,,,,,,,,,
1779187873.9129574,1779187873.9156,pose,IDLE,,,1.7905609607696533,-0.09660858660936356,0.24646702408790588,2.6931490898132324,-1.9896106719970703,162.74180603027344,,,,,,,,,,
1779187874.012483,1779187874.01277,pose,IDLE,,,1.7759264707565308,-0.10190241038799286,0.23692120611667633,0.8033867478370667,-4.752893447875977,164.3425750732422,,,,,,,,,,
1779187874.1104798,1779187874.1107407,pose,IDLE,,,1.7757022380828857,-0.10576612502336502,0.22263342142105103,0.8632431626319885,-3.6815528869628906,164.38226318359375,,,,,,,,,,
1779187874.2216117,1779187874.2270885,pose,IDLE,,,1.7270838022232056,-0.06887684762477875,0.27259543538093567,0.8026856780052185,-3.454638957977295,161.66946411132812,,,,,,,,,,
1779187874.3198075,1779187874.3206286,pose,IDLE,,,1.7265878915786743,-0.08056914806365967,0.2854871153831482,-0.23058487474918365,-4.516522407531738,160.61668395996094,,,,,,,,,,
1779187874.4164538,1779187874.417049,pose,IDLE,,,1.72158682346344,-0.08291544020175934,0.2697601616382599,1.6054997444152832,-7.4087605476379395,159.7532958984375,,,,,,,,,,
1779187874.5149777,1779187874.5151503,pose,IDLE,,,1.7250713109970093,-0.08690453320741653,0.2534964978694916,-0.271218866109848,-7.14607572555542,158.50338745117188,,,,,,,,,,
1779187874.6105092,1779187874.6108994,pose,IDLE,,,1.770203709602356,-0.07879453897476196,0.21399472653865814,0.2824057340621948,-3.721147060394287,156.83297729492188,,,,,,,,,,
1779187874.6278625,1779187874.629492,frame,IDLE,14,img_000014.png,,,,,,,,,,,,,,,,
1779187874.629236,1779187874.63446,frame,IDLE,15,img_000015.png,,,,,,,,,,,,,,,,
1779187874.7287762,1779187874.7289598,pose,IDLE,,,1.7885719537734985,-0.06195320188999176,0.20598657429218292,0.48983216285705566,-5.007447242736816,155.41220092773438,,,,,,,,,,
1779187874.835461,1779187874.8362749,pose,IDLE,,,1.783703327178955,-0.06620669364929199,0.1972537338733673,-1.1494781970977783,-4.593033313751221,154.2322235107422,,,,,,,,,,
1779187874.909485,1779187874.9099305,pose,IDLE,,,1.7732402086257935,-0.08289807289838791,0.18770867586135864,-3.5372300148010254,-4.298114776611328,154.217529296875,,,,,,,,,,
1779187875.007827,1779187875.0079958,pose,IDLE,,,1.7762101888656616,-0.08796985447406769,0.1775098741054535,-3.3546385765075684,-4.59031867980957,154.45077514648438,,,,,,,,,,
1779187875.0299537,1779187875.03261,frame,IDLE,16,img_000016.png,,,,,,,,,,,,,,,,
1779187875.1158574,1779187875.1164267,pose,IDLE,,,1.7261779308319092,-0.06792067736387253,0.21160295605659485,-3.5945119857788086,-6.724503517150879,154.01031494140625,,,,,,,,,,
1779187875.2344732,1779187875.2367918,pose,IDLE,,,1.7216384410858154,-0.07684049755334854,0.21686863899230957,-3.2903380393981934,-7.7561163902282715,154.82081604003906,,,,,,,,,,
1779187875.5253115,1779187875.5289009,frame,IDLE,17,img_000017.png,,,,,,,,,,,,,,,,
1779187875.5270762,1779187875.5469623,frame,IDLE,18,img_000018.png,,,,,,,,,,,,,,,,
1779187875.5269473,1779187875.5471308,pose,IDLE,,,1.71841299533844,-0.08366063237190247,0.2205687314271927,-1.6937657594680786,-9.719829559326172,156.20741271972656,,,,,,,,,,
1779187875.5710032,1779187875.5715396,pose,IDLE,,,1.7159398794174194,-0.08430282026529312,0.21806925535202026,-2.3534717559814453,-9.976083755493164,155.87307739257812,,,,,,,,,,
1779187875.607302,1779187875.6075408,pose,IDLE,,,1.723140001296997,-0.08084558695554733,0.21337994933128357,-2.5556182861328125,-8.974966049194336,156.00863647460938,,,,,,,,,,
1779187875.6879134,1779187875.6882184,pose,IDLE,,,1.7254518270492554,-0.07985171675682068,0.21455301344394684,-2.0363171100616455,-9.065183639526367,155.80728149414062,,,,,,,,,,
1779187875.7674062,1779187875.7679453,pose,IDLE,,,1.7250566482543945,-0.08049573749303818,0.21753601729869843,-2.344437599182129,-8.0748929977417,155.9481658935547,,,,,,,,,,
1779187875.827586,1779187875.827834,pose,IDLE,,,1.741845965385437,-0.04777234047651291,0.2213691771030426,-1.4903491735458374,-6.694088935852051,156.0444793701172,,,,,,,,,,
1779187875.911142,1779187875.911734,pose,IDLE,,,1.7295440435409546,-0.07032574713230133,0.21927636861801147,-2.568537712097168,-6.626830577850342,156.04052734375,,,,,,,,,,
1779187876.0072272,1779187876.0373971,pose,IDLE,,,1.7351064682006836,-0.07230395078659058,0.20144742727279663,-2.741626262664795,-5.4125261306762695,156.1972198486328,,,,,,,,,,
1779187876.060191,1779187876.0636418,frame,IDLE,19,img_000019.png,,,,,,,,,,,,,,,,
1779187876.1068137,1779187876.1069567,pose,IDLE,,,1.774490475654602,-0.07790913432836533,0.18348287045955658,-2.6952285766601562,-3.8720855712890625,156.15721130371094,,,,,,,,,,
1779187876.209944,1779187876.2107368,pose,IDLE,,,1.7746365070343018,-0.08172660320997238,0.1730608195066452,-3.425954580307007,-3.5347793102264404,156.3037567138672,,,,,,,,,,
1779187876.2673244,1779187876.2705457,frame,IDLE,20,img_000020.png,,,,,,,,,,,,,,,,
1779187876.312797,1779187876.3131325,pose,IDLE,,,1.7762624025344849,-0.08968709409236908,0.16134807467460632,-3.3943238258361816,-4.413699150085449,156.56044006347656,,,,,,,,,,
1779187876.4107347,1779187876.4215214,pose,IDLE,,,1.7342063188552856,-0.07043211907148361,0.20918816328048706,-2.449949026107788,-7.19907808303833,156.8522186279297,,,,,,,,,,
1779187876.4629934,1779187876.4688158,frame,IDLE,21,img_000021.png,,,,,,,,,,,,,,,,
1779187876.5064423,1779187876.5068307,pose,IDLE,,,1.7380198240280151,-0.0668477788567543,0.2158856838941574,-1.6626192331314087,-7.556412696838379,157.3917236328125,,,,,,,,,,
1779187876.6069329,1779187876.6071143,pose,IDLE,,,1.7393509149551392,-0.05834226310253143,0.2204103320837021,-0.9239462018013,-8.126276969909668,157.961181640625,,,,,,,,,,
1779187876.7083743,1779187876.7088501,pose,IDLE,,,1.768465518951416,-0.06575299799442291,0.2060481756925583,-0.8886815309524536,-8.070859909057617,158.6117706298828,,,,,,,,,,
1779187876.8100674,1779187876.8112736,pose,IDLE,,,1.7709922790527344,-0.06282863020896912,0.20814570784568787,-0.9690218567848206,-9.110002517700195,158.66603088378906,,,,,,,,,,
1779187876.8753142,1779187876.8777745,frame,IDLE,22,img_000022.png,,,,,,,,,,,,,,,,
1779187876.9081326,1779187876.9097338,pose,IDLE,,,1.7717783451080322,-0.058648731559515,0.2190062254667282,-2.1835739612579346,-9.078367233276367,158.70640563964844,,,,,,,,,,
1779187877.0077143,1779187877.0078387,pose,IDLE,,,1.7728055715560913,-0.05717574432492256,0.22414104640483856,-2.737257957458496,-8.571028709411621,158.48863220214844,,,,,,,,,,
1779187870.1154566,1779187877.0855951,detection_2d,IDLE,1,,,,,,,,,,,,,3,,,,
1779187870.1154566,1779187877.1295285,gate_3d,IDLE,1,,,,,,,,,,,,,3,"[0.36000000000000015, 0.5600000000000003, 0.6000000000000003]","[0.04768344511037283, 0.127658841229286, 0.14222993160232036]","[[-0.032003232022663586, 0.6280837228970153, 0.8630079035542682], [-1.3335340380774099, 0.3983706330404313, 1.245791288857354], [-1.368710997401938, 0.3975298621125834, 1.2644650422076216]]",
1779187877.1058993,1779187877.1329634,pose,IDLE,,,1.7743667364120483,-0.05911899730563164,0.22218957543373108,-2.7608888149261475,-8.459081649780273,158.24234008789062,,,,,,,,,,
1779187877.2056072,1779187877.2058957,pose,IDLE,,,1.7743110656738281,-0.060968466103076935,0.2212354689836502,-2.362961769104004,-8.539974212646484,158.06112670898438,,,,,,,,,,
1779187877.2861757,1779187877.289217,frame,IDLE,23,img_000023.png,,,,,,,,,,,,,,,,
1779187877.3085349,1779187877.308865,pose,IDLE,,,1.7749394178390503,-0.06312564760446548,0.21935220062732697,-2.348419427871704,-8.4365873336792,158.02516174316406,,,,,,,,,,
1779187870.135612,1779187877.3107882,detection_2d,IDLE,2,,,,,,,,,,,,,2,,,,
