timestamp,image,x,y,z,roll,pitch,yaw,lighthouse_bs_visible
1779388842.771456,img_000001.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388843.1016178,img_000002.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388843.436617,img_000003.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388843.799131,img_000004.png,0.0,0.0,0.0,0.0,0.0,0.0,
1779388844.100621,img_000005.png,1.7091805934906006,-0.12424897402524948,0.10737952589988708,-0.22744040191173553,0.15793924033641815,152.76034545898438,4
1779388844.480522,img_000006.png,1.738145112991333,-0.13399942219257355,0.19875897467136383,1.3923749923706055,1.1198291778564453,147.67800903320312,4
1779388844.8507462,img_000007.png,1.7784650325775146,-0.1393216997385025,0.36924684047698975,-0.7992562651634216,-3.110431432723999,147.6620635986328,4
1779388845.124938,img_000008.png,1.757940649986267,-0.13818097114562988,0.5170916318893433,-0.6540040969848633,-1.973307490348816,151.5818328857422,4
1779388845.4369988,img_000009.png,1.706044316291809,-0.13146713376045227,0.6809182167053223,-0.42750662565231323,-0.38976049423217773,157.4279022216797,4
1779388845.770379,img_000010.png,1.6703617572784424,-0.1437232345342636,0.7966890931129456,1.1246373653411865,1.933178424835205,158.38429260253906,4
1779388846.100352,img_000011.png,1.6602360010147095,-0.15280820429325104,0.8533649444580078,1.0329389572143555,0.3569888472557068,153.8956298828125,4
1779388846.445611,img_000012.png,1.6640715599060059,-0.15245585143566132,0.8768554329872131,0.853935718536377,0.299565851688385,150.22669982910156,4
1779388846.779902,img_000013.png,1.6708754301071167,-0.15094955265522003,0.8870428204536438,0.627205491065979,-0.36333009600639343,150.19625854492188,4
1779388847.097496,img_000014.png,1.6735384464263916,-0.1449621468782425,0.8876325488090515,0.35492682456970215,0.09098972380161285,152.2563018798828,4
1779388847.450481,img_000015.png,1.6800785064697266,-0.14384493231773376,0.8910501599311829,0.24755437672138214,0.23484590649604797,154.5394287109375,4
1779388847.790018,img_000016.png,1.6780710220336914,-0.14015856385231018,0.8957035541534424,0.2970965802669525,-0.24793431162834167,154.01332092285156,4
1779388848.097101,img_000017.png,1.6759763956069946,-0.14224125444889069,0.9002912640571594,0.11630871146917343,0.10704249888658524,153.10289001464844,4
1779388848.435194,img_000018.png,1.6721128225326538,-0.14301083981990814,0.9006375670433044,0.863548219203949,0.49055227637290955,151.7987060546875,4
1779388848.764029,img_000019.png,1.675001621246338,-0.13619863986968994,0.897258996963501,0.09086638689041138,-0.012476968578994274,151.7875518798828,4
1779388849.096468,img_000020.png,1.6704105138778687,-0.13729213178157806,0.8926742672920227,0.8150812983512878,0.5207858085632324,152.98548889160156,4
1779388849.429733,img_000021.png,1.677693486213684,-0.13409018516540527,0.8857210278511047,0.3398861587047577,0.08543580025434494,153.5660858154297,4
1779388849.764052,img_000022.png,1.6784957647323608,-0.1369984745979309,0.8852663636207581,0.28258225321769714,-0.3600752353668213,153.15045166015625,4
1779388850.101019,img_000023.png,1.6822972297668457,-0.13586293160915375,0.8789330124855042,0.5539747476577759,0.38387247920036316,152.77236938476562,4
1779388850.435487,img_000024.png,1.6913195848464966,-0.14424920082092285,0.8851918578147888,0.9366980791091919,-0.192376971244812,153.41783142089844,4
1779388850.761226,img_000025.png,1.688650131225586,-0.13990020751953125,0.883699357509613,0.17259632050991058,-0.17360767722129822,152.31373596191406,4
1779388851.145855,img_000026.png,1.6882004737854004,-0.13063451647758484,0.8717948794364929,0.1764540672302246,0.8651376962661743,151.82827758789062,4
1779388851.4295738,img_000027.png,1.689574956893921,-0.12991271913051605,0.8629632592201233,0.10312012583017349,-0.15756624937057495,151.83926391601562,4
1779388851.844863,img_000028.png,1.6984976530075073,-0.13096176087856293,0.8564901947975159,0.3203287422657013,-0.1591542661190033,151.72352600097656,4
1779388852.093073,img_000029.png,1.6938116550445557,-0.13015346229076385,0.8545711636543274,0.101171113550663,-0.025770319625735283,155.30409240722656,4
1779388852.467513,img_000030.png,1.6952195167541504,-0.13071107864379883,0.8766991496086121,0.07790043950080872,-0.17637817561626434,164.37091064453125,4
1779388852.759813,img_000031.png,1.6941391229629517,-0.13405972719192505,0.8991581797599792,0.03385888785123825,-0.5608206391334534,175.0922088623047,4
1779388853.120832,img_000032.png,1.682050108909607,-0.13898266851902008,0.9066635966300964,-0.04457823932170868,0.5869291424751282,-170.86834716796875,4
1779388860.7469969,img_000033.png,1.7588311433792114,-0.13945919275283813,0.8619793653488159,0.5486527681350708,0.2653298079967499,103.95069885253906,4
1779388861.0834281,img_000034.png,1.7574106454849243,-0.13316398859024048,0.8615066409111023,0.3877387046813965,0.37146463990211487,115.49201965332031,4
1779388861.418035,img_000035.png,1.7646801471710205,-0.1348247528076172,0.8624547123908997,-0.2225980907678604,-0.2010623663663864,128.1367645263672,4
1779388861.7522519,img_000036.png,1.763048529624939,-0.1333356499671936,0.8599615693092346,0.2982533574104309,-0.2155725657939911,139.48072814941406,4
1779388862.092038,img_000037.png,1.7557260990142822,-0.13781605660915375,0.8647373914718628,0.350722998380661,0.02687225490808487,151.54360961914062,4
1779388862.505099,img_000038.png,1.7471437454223633,-0.13828101754188538,0.857120156288147,0.3423875868320465,0.5171616077423096,167.05274963378906,4
1779388862.74971,img_000039.png,1.745068073272705,-0.1394306719303131,0.8558436632156372,0.26128536462783813,-0.004656998440623283,176.758544921875,4
1779388863.118481,img_000040.png,1.7357572317123413,-0.1417868286371231,0.8551592826843262,0.04035204276442528,0.2681114673614502,-167.7164306640625,4
