timestamp,wall_time,event,state,frame_seq,image,x,y,z,roll,pitch,yaw,waypoint_x,waypoint_y,waypoint_z,waypoint_yaw,waypoint_max_speed_mps,detected_gates,gate_widths_m,gate_reprojection_errors_px,gate_world_centers_m,message
1779187662.7161946,1779187662.7161953,run_start,IDLE,,,,,,,,,,,,,,,,,,save_dir=data/recordings/20260519_124742
1779187663.6961539,1779187663.6961544,connected,IDLE,,,,,,,,,,,,,,,,,,radio://0/80/2M/E7E7E7E718
1779187663.8081858,1779187663.8082743,pose,IDLE,,,1.7472361326217651,-0.15261904895305634,0.1151227355003357,-0.365134596824646,-0.6509974598884583,128.9722900390625,,,,,,,,,,
1779187663.9074934,1779187663.9075935,pose,IDLE,,,1.7439734935760498,-0.15053048729896545,0.11853722482919693,-0.3792800307273865,-0.6109922528266907,129.0000457763672,,,,,,,,,,
1779187664.0069888,1779187664.0070615,pose,IDLE,,,1.795432686805725,-0.1453617513179779,0.10497262328863144,0.9927661418914795,0.37006109952926636,128.82496643066406,,,,,,,,,,
1779187664.1067438,1779187664.1068375,pose,IDLE,,,1.8148844242095947,-0.1360083520412445,0.10562694072723389,1.018071174621582,0.23313277959823608,128.77316284179688,,,,,,,,,,
1779187664.2078576,1779187664.207909,pose,IDLE,,,1.7407429218292236,-0.1426309496164322,0.09621874243021011,-1.7356970310211182,-1.479014277458191,128.91195678710938,,,,,,,,,,
1779187664.307171,1779187664.3072457,pose,IDLE,,,1.7788318395614624,-0.15433989465236664,0.1051337867975235,-1.729068398475647,-0.9463818669319153,128.94833374023438,,,,,,,,,,
1779187664.4069114,1779187664.407055,pose,IDLE,,,1.7352790832519531,-0.16227266192436218,0.12724797427654266,-1.9370473623275757,-0.9194974899291992,128.8489990234375,,,,,,,,,,
1779187664.506514,1779187664.5065916,pose,IDLE,,,1.744864583015442,-0.1621369570493698,0.13350796699523926,-0.6790719628334045,-0.17394040524959564,128.92747497558594,,,,,,,,,,
1779187664.6067626,1779187664.6068642,pose,IDLE,,,1.7449584007263184,-0.15831367671489716,0.12816062569618225,-0.45908552408218384,-0.32353419065475464,128.97555541992188,,,,,,,,,,
1779187664.7062786,1779187664.706422,pose,IDLE,,,1.7445200681686401,-0.16020917892456055,0.12989823520183563,-0.33548566699028015,-0.16850627958774567,128.97390747070312,,,,,,,,,,
1779187664.8069031,1779187664.8069797,pose,IDLE,,,1.7458418607711792,-0.16010969877243042,0.12863413989543915,-0.2312547117471695,-0.10721839964389801,129.02532958984375,,,,,,,,,,
1779187664.9059842,1779187664.9060695,pose,IDLE,,,1.7937110662460327,-0.15554670989513397,0.08964472264051437,0.8518774509429932,0.7594214081764221,128.87095642089844,,,,,,,,,,
1779187665.0053508,1779187665.0054595,pose,IDLE,,,1.7959054708480835,-0.16265654563903809,0.07907351106405258,0.3188013434410095,0.7017795443534851,128.747802734375,,,,,,,,,,
1779187665.1055944,1779187665.1057465,pose,IDLE,,,1.7921580076217651,-0.1709149330854416,0.07256963849067688,-0.3801744878292084,0.33567821979522705,128.7849884033203,,,,,,,,,,
1779187665.2053916,1779187665.2055006,pose,IDLE,,,1.7966203689575195,-0.17041577398777008,0.07583197951316833,-0.1403879076242447,0.1055101528763771,128.79322814941406,,,,,,,,,,
1779187665.3045654,1779187665.304662,pose,IDLE,,,1.7398433685302734,-0.14744411408901215,0.11313734948635101,-1.2196660041809082,-1.929474115371704,128.8614044189453,,,,,,,,,,
1779187665.4054892,1779187665.4056034,pose,IDLE,,,1.7371420860290527,-0.15676139295101166,0.1394348293542862,-1.2278621196746826,-1.2152457237243652,128.77061462402344,,,,,,,,,,
1779187665.504632,1779187665.5047107,pose,IDLE,,,1.739397644996643,-0.1585479974746704,0.13689298927783966,-0.8684975504875183,-0.8819971084594727,128.70587158203125,,,,,,,,,,
1779187665.6067846,1779187665.6068823,pose,IDLE,,,1.7336055040359497,-0.157850444316864,0.13835977017879486,-0.7515084743499756,-0.7288397550582886,128.73974609375,,,,,,,,,,
1779187665.7080605,1779187665.7081604,pose,IDLE,,,1.76072096824646,-0.14683561027050018,0.10815279185771942,0.7696132063865662,0.28585371375083923,128.87599182128906,,,,,,,,,,
1779187665.8047216,1779187665.8047972,pose,IDLE,,,1.7576689720153809,-0.1518755555152893,0.10739582777023315,0.6819561719894409,0.5743303298950195,129.01271057128906,,,,,,,,,,
1779187665.9066453,1779187665.9067223,pose,IDLE,,,1.7908093929290771,-0.1517937332391739,0.10241784900426865,0.4947242736816406,0.5583536028862,128.97442626953125,,,,,,,,,,
1779187666.0051913,1779187666.0052736,pose,IDLE,,,1.804040789604187,-0.1461806744337082,0.09910944849252701,0.5153218507766724,0.3245466649532318,128.9516143798828,,,,,,,,,,
1779187666.1048796,1779187666.1049497,pose,IDLE,,,1.7931153774261475,-0.14103546738624573,0.11086326092481613,-0.3000573515892029,-0.36061617732048035,128.9002227783203,,,,,,,,,,
1779187666.2049613,1779187666.20504,pose,IDLE,,,1.790563941001892,-0.15942049026489258,0.08967456966638565,-1.0040123462677002,0.11895667761564255,128.78948974609375,,,,,,,,,,
