timestamp,image,x,y,z,roll,pitch,yaw
1779188179.1091695,img_000001.png,0.0,0.0,0.0,0.0,0.0,0.0
1779188179.4072852,img_000002.png,0.0,0.0,0.0,0.0,0.0,0.0
1779188179.5182626,img_000003.png,0.0,0.0,0.0,0.0,0.0,0.0
1779188179.8895729,img_000004.png,0.0,0.0,0.0,0.0,0.0,0.0
1779188180.3491633,img_000005.png,0.0,0.0,0.0,0.0,0.0,0.0
1779188180.828436,img_000006.png,0.0,0.0,0.0,0.0,0.0,0.0
1779188180.951492,img_000007.png,1.7553091049194336,-0.1228685975074768,0.10563737154006958,-0.4105618894100189,-1.2973277568817139,147.3317413330078
1779188181.1566648,img_000008.png,1.7978776693344116,-0.13731634616851807,0.09679993987083435,-2.526479482650757,0.3324328362941742,145.1949005126953
1779188181.5413914,img_000009.png,1.7749519348144531,-0.1354607343673706,0.3165012001991272,2.096485137939453,0.09430994838476181,143.9652557373047
1779188181.9763448,img_000010.png,1.7245228290557861,-0.15440380573272705,0.5985003113746643,3.874027967453003,2.2583208084106445,147.75730895996094
1779188182.1803212,img_000011.png,1.7879385948181152,-0.14454302191734314,0.6650710701942444,-0.17307204008102417,-1.988721489906311,150.45559692382812
1779188182.5900946,img_000012.png,1.8585588932037354,-0.13860465586185455,0.7747533917427063,-1.025178074836731,-0.269257128238678,151.36180114746094
1779188182.9999354,img_000013.png,1.838560938835144,-0.16760851442813873,0.8471952080726624,6.9914116859436035,3.288774013519287,145.06613159179688
1779188183.165272,img_000014.png,1.861573338508606,-0.16415421664714813,0.8337777853012085,0.18184655904769897,-2.2258384227752686,144.26214599609375
1779188183.523219,img_000015.png,1.8024075031280518,-0.15139250457286835,0.9051069617271423,-0.2950259745121002,4.415026664733887,145.586181640625
1779188183.8197622,img_000016.png,1.85444176197052,-0.15901601314544678,0.8481669425964355,-0.30818620324134827,-4.914394378662109,153.10276794433594
1779188184.2325463,img_000017.png,1.7390000820159912,-0.10986629873514175,1.049869179725647,0.7178465127944946,2.6693155765533447,161.8599853515625
1779188184.640074,img_000018.png,1.6641098260879517,-0.022359253838658333,1.4555038213729858,-0.21123212575912476,0.8218047618865967,162.2113494873047
1779188184.8130705,img_000019.png,1.6154088973999023,-0.04954700917005539,1.5762255191802979,-1.0148968696594238,-1.4352110624313354,159.62477111816406
1779188185.262622,img_000020.png,1.550280213356018,-0.010706789791584015,1.699872374534607,1.5385174751281738,-0.04089955985546112,149.7401123046875
1779188185.507512,img_000021.png,1.4993970394134521,0.11695017665624619,1.6776825189590454,-2.012363910675049,1.995965600013733,150.70167541503906
1779188186.0720143,img_000022.png,1.4220600128173828,0.2042166143655777,1.6311010122299194,0.8629487752914429,-1.0469416379928589,158.27069091796875
1779188186.6870947,img_000023.png,1.285683512687683,0.2822282016277313,1.5739065408706665,0.5289943218231201,1.3525844812393188,154.2967529296875
1779188186.6881046,img_000024.png,1.285683512687683,0.2822282016277313,1.5739065408706665,0.5289943218231201,1.3525844812393188,154.2967529296875
1779188186.8938465,img_000025.png,1.2699295282363892,0.3038438856601715,1.502575397491455,1.5018454790115356,1.1555485725402832,157.53868103027344
1779188187.3004775,img_000026.png,1.2190320491790771,0.35444721579551697,1.412855625152588,-0.9198267459869385,-0.007904848083853722,162.84616088867188
1779188187.5047634,img_000027.png,1.1849356889724731,0.3993450403213501,1.3778154850006104,0.6478573083877563,-3.122805118560791,164.3259735107422
1779188187.9264884,img_000028.png,1.0936644077301025,0.412101149559021,1.3476004600524902,-0.0017403552774339914,-2.4871983528137207,165.27566528320312
1779188188.5314412,img_000029.png,0.9422961473464966,0.5175029039382935,1.3863117694854736,-5.561247825622559,-0.45421743392944336,164.08982849121094
1779188188.5319355,img_000030.png,0.9422961473464966,0.5175029039382935,1.3863117694854736,-5.561247825622559,-0.45421743392944336,164.08982849121094
