timestamp,wall_time,event,state,frame_seq,image,x,y,z,roll,pitch,yaw,waypoint_x,waypoint_y,waypoint_z,waypoint_yaw,waypoint_max_speed_mps,detected_gates,gate_widths_m,gate_reprojection_errors_px,gate_world_centers_m,message
1779188178.7251797,1779188178.72518,run_start,IDLE,,,,,,,,,,,,,,,,,,save_dir=data/recordings/20260519_125618
1779188179.1091695,1779188179.110845,frame,IDLE,1,img_000001.png,,,,,,,,,,,,,,,,
1779188179.4072852,1779188179.4087818,frame,IDLE,2,img_000002.png,,,,,,,,,,,,,,,,
1779188179.5182626,1779188179.5194974,frame,IDLE,3,img_000003.png,,,,,,,,,,,,,,,,
1779188179.8895729,1779188179.8927608,frame,IDLE,4,img_000004.png,,,,,,,,,,,,,,,,
1779188180.3491633,1779188180.350585,frame,IDLE,5,img_000005.png,,,,,,,,,,,,,,,,
1779188180.6921177,1779188180.6921182,connected,IDLE,,,,,,,,,,,,,,,,,,radio://0/80/2M/E7E7E7E718
1779188180.6921978,1779188180.692198,state_changed,TakeoffState,,,,,,,,,,,,,,,,,,TakeoffState
1779188180.828436,1779188180.8304892,frame,TakeoffState,6,img_000006.png,,,,,,,,,,,,,,,,
1779188180.9314013,1779188180.9316232,waypoint,TakeoffState,,,,,,,,,1.7860074043273926,-0.12864956259727478,0.8,147.2204132080078,0.2,,,,,
1779188180.9317527,1779188180.931753,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,
1779188180.9314013,1779188180.931873,pose,TakeoffState,,,1.7902930974960327,-0.13573159277439117,0.08907192945480347,-0.25146788358688354,-0.38814008235931396,147.6029510498047,,,,,,,,,,
1779188180.951492,1779188180.9527762,frame,TakeoffState,7,img_000007.png,,,,,,,,,,,,,,,,
1779188181.0302231,1779188181.0303109,waypoint,TakeoffState,,,,,,,,,1.7860074043273926,-0.12864956259727478,0.8,147.2204132080078,0.2,,,,,
1779188181.0304167,1779188181.030417,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,
1779188181.0302231,1779188181.030443,pose,TakeoffState,,,1.7947386503219604,-0.1125369668006897,0.11613825708627701,0.7192827463150024,0.00425651203840971,146.17724609375,,,,,,,,,,
1779188181.1315553,1779188181.1317372,waypoint,TakeoffState,,,,,,,,,1.7860074043273926,-0.12864956259727478,0.8,147.2204132080078,0.2,,,,,
1779188181.1318412,1779188181.131842,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,
1779188181.1315553,1779188181.1318738,pose,TakeoffState,,,1.7962511777877808,-0.1358938366174698,0.09447032958269119,-2.6145193576812744,0.8839024305343628,145.3980255126953,,,,,,,,,,
1779188181.1566648,1779188181.1578553,frame,TakeoffState,8,img_000008.png,,,,,,,,,,,,,,,,
1779188181.2307289,1779188181.2308488,waypoint,TakeoffState,,,,,,,,,1.7860074043273926,-0.12864956259727478,0.8,147.2204132080078,0.2,,,,,
1779188181.2309382,1779188181.2309382,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,
1779188181.2307289,1779188181.230977,pose,TakeoffState,,,1.8010351657867432,-0.11126108467578888,0.14090459048748016,1.1133025884628296,-1.7626467943191528,143.4176483154297,,,,,,,,,,
1779188181.3301923,1779188181.3305051,waypoint,TakeoffState,,,,,,,,,1.7860074043273926,-0.12864956259727478,0.8,147.2204132080078,0.2,,,,,
1779188181.330751,1779188181.3307514,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,
1779188181.3301923,1779188181.3308837,pose,TakeoffState,,,1.7777221202850342,-0.14253515005111694,0.1743355542421341,-2.365841865539551,-0.2974885404109955,143.69448852539062,,,,,,,,,,
1779188179.1091695,1779188181.3515997,detection_2d,TakeoffState,1,,,,,,,,,,,,,2,,,,
1779188179.1091695,1779188181.366422,gate_3d,TakeoffState,1,,,,,,,,,,,,,2,"[0.5800000000000003, 0.4200000000000002]","[0.4328042035756803, 0.19327122482279724]","[[-0.5257837360487824, 1.3983828024898821, 2.1051143563714136], [-1.7245934155607143, 1.2418730014630446, 1.9736834373561523]]",
1779188181.4306388,1779188181.4307604,waypoint,TakeoffState,,,,,,,,,1.7860074043273926,-0.12864956259727478,0.8,147.2204132080078,0.2,,,,,
1779188181.4308462,1779188181.4308465,setpoint,TakeoffState,,,,,,,,,,,,,,,,,,
1779188181.4306388,1779188181.430875,pose,TakeoffState,,,1.7754005193710327,-0.14110250771045685,0.24978585541248322,2.264246702194214,0.0603414848446846,143.8859100341797,,,,,,,,,,
1779188179.4072852,1779188181.4621904,detection_2d,TakeoffState,2,,,,,,,,,,,,,2,,,,
